Sample:,STf1,STf2,STf3,STf4,STf5,STf6,STf7,STm1,STm2,STm3,STm4,STm5,STm6,STw2,STw3,STw4,STw5,STw6,STw7
gbr.1.186.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbr.102.54.t1,50.18805427,72.13691043,118.3444914,143.712772,82.37511573,26.12750674,94.59730656,48.35983986,17.60537418,85.3104469,10.42703747,178.0629048,25.78468843,24.09528371,65.25973808,30.96547192,105.6833425,193.8720565,76.55953549
gbr.104.24.t1,156.667239,229.7843012,26.15593636,33.4283386,29.38054,44.41158331,26.71832288,30.79589656,36.69078974,35.71440229,32.79320168,59.42672088,53.21511795,46.50016426,64.91840412,42.37603266,39.23990423,52.21154866,16.21589844
gbr.107.17.t1,1.273220875,20.86406171,2.125669949,2.19088039,1.591820434,0.975483871,2.433437059,2.944418158,2.066613618,3.502990775,3.868656772,3.149711316,1.457779498,5.827472253,1.23801807,3.57803939,24.0707608,7.846989009,1.924296887
gbr.109.12.t1,79.29052677,52.36536853,88.30454199,79.91697052,85.31027148,110.7399853,94.71476533,64.28068734,32.263266,20.97602572,67.99546071,58.57256821,52.49663317,97.19518576,59.3538694,98.98097368,80.78989618,73.67259367,53.71465631
gbr.1090.1.t1,0,0,454.4180084,196.7105531,183.758542,0,408.165824,0,0,0,0,0,0,0,0,0,412.9718134,0,7.479440105
gbr.110.53.t1,113.7545101,107.8400235,177.5858355,174.6881619,213.0535337,108.9419087,184.7424902,154.8570374,105.4314978,116.974149,78.14877284,85.07667759,85.81948962,215.5611857,180.3090773,173.6611827,296.6558171,251.3563985,126.0050338
gbr.110.6.t1,21.01581519,53.15167159,9.459558013,4.254438327,4.507901754,8.287465144,1.817482902,19.65467009,1.074944602,9.312817925,16.69441677,12.23275593,12.97468568,4.286470624,5.316735368,4.885412298,5.210168605,9.876450538,4.104778364
gbr.112.26.t1,135.0977636,106.9551485,125.8749856,109.5138073,123.0608011,188.6708242,126.2103646,79.44391428,52.070337,51.4501998,77.88896117,80.39090642,72.73086287,146.4490866,103.4823156,103.6532278,102.1540793,88.07268592,75.55286885
gbr.112.29.t1,22.53704084,13.41715193,25.03348062,30.64899229,26.13144175,27.1535215,19.77333577,11.55855748,2.317903719,9.762813917,12.88571264,13.78823826,14.91353161,24.95588209,14.54584197,21.70728475,19.04061068,14.72784108,6.076485326
gbr.122.40.t1,38.63564916,14.99436052,47.32367121,27.05656905,37.17710713,77.44415102,42.83715208,26.52977152,13.6166512,11.01485961,19.93395578,25.08509844,20.81984447,60.26191313,45.07515153,44.52564323,29.21258145,19.85027589,17.72406856
gbr.13.93.t1,281.6517353,294.5177519,344.6083847,404.7334995,276.3760926,258.2577974,292.2061917,199.2132238,179.4826701,198.8945391,148.3644805,247.0758643,186.7782215,237.5691103,294.3333175,326.2854076,256.1706325,276.4270887,222.3074305
gbr.132.18.t1,191.8591227,629.7139422,9.533124379,8.421923746,3.467483306,0,326.682037,9.903761589,0.567445149,5.129822317,0,4.035916132,0.933970641,0,0.732160447,1.719284576,3.536177462,304.9962952,2.465718305
gbr.133.27.t1,6.238233743,26.40615624,21.03001978,30.82690874,27.63062072,1.225500179,50.67775011,8.322911781,2.596286246,26.50962048,4.860192676,5.671673703,5.952076232,4.104226203,30.92697651,8.709237108,43.33771095,25.28438204,12.34386969
gbr.14.159.t1,1.758302846,0.950924766,2.446270709,0.504263282,2.076158091,2.245219323,3.015876015,0.847126326,0.679516372,1.919677971,0.989364605,3.383110708,5.032940256,2.845135749,3.068671112,4.117691441,2.117288765,2.341240362,2.013205343
gbr.143.14.t1,116.0905306,141.5013151,187.3470074,234.4807118,74.70262005,151.7860753,144.8802561,150.0411543,82.38346679,118.7637581,106.621303,165.6566109,196.4200377,68.1362292,83.98802996,109.9110728,134.6865235,134.8320658,93.94817576
gbr.143.45.t1,220.0624255,1762.581889,1658.757644,771.5621936,318.6156338,2004.620137,609.0930996,23.89252388,2.994565392,2.030362106,245.906127,5.111675639,76.88962381,0.716471336,5.022957798,1.814628285,8.086601886,1.179157522,4.49515099
gbr.144.43.t1,218.180198,162.9199756,190.1741217,208.0702498,170.4574165,271.8863161,209.4640713,103.3431981,119.1630189,140.1675869,170.3932587,159.9702953,170.0488794,119.2195603,188.55399,175.4454945,188.0226192,164.4081459,133.2721018
gbr.147.27.t1,405.6605864,295.1638034,491.4109285,324.4036438,446.0279197,1087.514346,507.9624447,287.3311611,240.2611965,163.8619106,324.4314288,335.7193792,227.4719681,469.0305511,342.923763,544.359467,397.941188,413.1715161,304.886857
gbr.147.28.t1,220.6819709,179.9070671,226.735985,215.4751975,302.8282717,599.276009,277.4850777,143.7439556,148.5475456,69.90311961,169.1049428,223.2789842,183.5464485,108.7375515,146.8724774,204.6396061,190.1248768,217.8986566,175.7084504
gbr.148.26.t1,188.1035675,121.2476992,162.9501481,183.4242444,123.1032639,297.2642026,176.2713541,93.48056494,103.9262628,88.69894271,156.4225975,147.4178882,123.1785272,129.3964772,147.9554725,203.3896054,139.442058,195.619865,112.7099895
gbr.15.47.t1,36.92642229,30.32411238,27.16113738,47.91595476,26.55208145,17.39221948,28.70186588,32.81061862,16.14220036,32.12020944,21.45905717,42.42990585,20.79298015,7.136558769,24.5633174,28.70731304,46.2879062,39.553819,25.09056048
gbr.15.64.t1,20.58113555,22.34320917,24.0019271,18.74898833,16.35527448,21.256326,20.76539593,16.0401197,11.93072507,19.95869131,21.1176115,11.97974029,12.32128425,20.42934983,15.77122154,13.99869789,14.21384062,16.12028573,13.30718027
gbr.15.8.t1,16.15304336,74.44328389,27.12284497,34.26473084,35.39934895,25.60495129,40.74013472,14.08867542,11.62402048,21.7099728,10.3426777,18.60189247,22.32094065,23.56235658,33.9542272,28.61565001,8.384029312,45.93034909,99.55284126
gbr.15.88.t1,62.23380805,46.35964983,49.11972025,28.31657015,36.28483063,67.62408466,41.788777,20.75773831,28.09800985,13.3277828,38.38491457,16.77713114,27.40571364,51.87230873,62.21394166,25.75019399,28.82301728,38.58753341,27.26908114
gbr.150.29.t1,55.77887764,44.8143803,55.03123927,66.90974214,55.37569186,142.7932188,30.7520487,29.84509156,11.03728584,6.324044099,28.97145824,39.58268159,14.07265262,150.4483698,185.2350713,111.6287769,32.77622201,31.67760361,24.31789693
gbr.151.56.t1,38.50696772,36.62959852,59.29310947,54.47031647,39.17654989,31.23462626,26.39230439,29.11562317,29.07445558,48.92326759,45.57043479,42.26202949,36.21759529,20.14658267,39.46150197,21.54157337,45.62622636,20.41028395,21.24447782
gbr.151.66.t1,256.6436795,119.7288625,266.4548128,269.2137857,217.9241003,283.4287618,219.8169028,138.1286537,147.880816,102.9917552,158.7194374,176.0402003,216.1924441,141.0986293,217.3239402,213.877358,182.8264303,234.4169909,137.482743
gbr.155.18.t1,90.50062663,122.51777,142.9778082,152.1433972,60.57641154,133.0002431,132.5425451,113.7442627,64.53828345,93.55046392,114.0884357,135.703227,112.1877357,73.35395883,94.4385835,86.99814374,104.5183417,118.3473061,112.472047
gbr.157.27.t1,39.15198633,93.53264429,4.55650204,13.44845125,7.320641329,9.124401379,6.675301807,47.12137133,2.243721269,4.68085558,10.3030511,19.88652094,9.800629781,4.232670261,6.903504655,2.745419633,13.80305413,9.089863631,4.942998119
gbr.16.18.t1,238.4780065,720.2044582,231.1500802,196.9136521,162.146992,44.37885467,80.58990259,167.4424219,44.88011425,136.599214,32.43386792,176.6122556,146.1207908,56.04081563,51.35610053,39.7024454,177.6081142,158.3408282,52.92776812
gbr.160.36.t1,50.87695221,42.30470694,83.76045379,89.73458733,74.9160322,66.59015788,62.33225744,33.0909591,47.68031059,44.99257073,30.0588995,40.55492248,31.55304559,80.56064449,65.32613167,37.97793974,52.07465804,75.48661885,41.74771284
gbr.162.23.t1,159.8254187,390.5014844,52.69194578,56.04627699,38.8273345,5.803363023,8.352138238,96.34336744,7.025558966,12.90097983,2.557274431,15.61525748,23.12704872,3.677002828,25.49504542,6.652038958,12.76961623,12.10310958,6.417849237
gbr.167.7.t1,0,0,0,8.951689918,0,0,2.992800727,0,0,0.296331777,0,0.373025067,0,0.313707427,0.845886631,0,0.272363365,0,0
gbr.168.7.t1,321.8249536,626.5773557,527.9055636,150.055606,321.8844725,190.8910671,283.8860032,198.0649856,57.7732447,141.4514192,59.5827966,82.18167714,64.38403925,143.9860923,72.6021552,14.58711452,123.7598089,469.7932224,92.47663403
gbr.170.28.t1,10.61218854,13.45143824,12.61125807,13.12495226,15.06435519,29.21925657,20.15247653,6.391009596,11.53463176,5.793081838,7.464103633,7.474692346,8.437825751,7.052678387,14.30407267,12.23194889,7.720548079,9.210052763,9.011728794
gbr.173.30.t1,58.56443783,147.1577339,10.70272843,17.50736355,19.23552261,15.20996818,10.58017835,11.47751075,12.08366751,6.827429414,16.75582872,28.23883707,7.103135051,4.818507457,9.651730794,8.717126644,8.068116378,10.762449,5.79624239
gbr.174.49.t1,274.8428319,232.9682416,230.7053046,294.7190132,275.2284315,174.7440419,284.2836069,150.1077898,157.661171,162.750657,158.8461505,107.8771573,104.0182023,160.7543726,143.7717599,108.8413803,170.6602072,158.478299,237.5591259
gbr.183.66.t1,447.3215815,275.8350882,384.82933,460.3726243,379.7981207,484.7933286,467.8451059,260.2529341,236.0038868,300.8150546,276.2323564,288.5539215,331.1769302,179.4491843,394.0841958,387.8633565,350.1221787,355.4356488,243.2483962
gbr.185.16.t1,61.18442764,38.51985353,52.74774316,55.61070907,43.80464524,66.70918279,48.89733281,26.90796116,19.0375996,23.91092709,40.78316821,41.91476643,32.43211251,41.41461917,36.53270221,50.51718167,31.10773588,47.21033231,27.63854877
gbr.186.5.t1,6.396800561,3.243295851,8.158026015,17.88673585,7.108870664,13.27337206,3.9185427,0,1.2360586,0.698389197,0,6.593538843,2.034456448,45.83906788,23.7234808,14.98038349,4.172355792,6.083970483,5.737250513
gbr.187.11.t1,28.47318137,24.04107201,28.69981544,20.99781605,33.78183157,63.4411609,28.19206378,15.95766228,8.084416152,8.374300636,21.57975652,14.85413456,27.72150218,27.80491255,16.95057372,30.61840429,19.24239044,20.22764336,15.83475204
gbr.192.10.t1,24.92633744,21.36390539,4.52337637,8.20537111,5.781089243,6.642582599,6.054624937,3.759392146,2.638623519,2.981713262,5.488274612,4.647075442,3.929353233,3.90810754,4.458340191,4.187691677,4.306564815,10.51368821,5.559081528
gbr.195.26.t1,21.32887747,11.01075483,0,13.34597242,6.666506897,25.99738737,18.52941403,2.802535149,16.86025264,5.71575731,14.72894949,4.796697316,10.1752443,3.361614056,25.74266779,13.62249601,8.172026617,17.15072765,13.09850473
gbr.197.42.t1,81.20575488,77.13458726,104.9500157,86.65392193,81.25513058,146.5922036,118.0747018,47.6635431,43.33070264,41.94413053,49.17214266,66.50942201,54.53803659,188.2863322,96.09279341,87.00134769,62.29464591,57.39657085,40.11750384
gbr.197.7.t1_gbr.197.8.t1,449.6269059,413.293075,497.1655746,509.5079892,397.6381791,486.7161836,382.7597956,349.870938,287.1248833,273.1422497,344.1464311,439.2985629,303.3241622,291.3402052,536.6744851,433.0697218,449.5765307,408.7743185,297.8293142
gbr.198.18.t1,33.39485884,46.95755107,46.46120275,63.21020732,28.76200232,17.05708036,57.27952613,19.30702493,7.743496532,23.33427373,3.758134318,16.52253224,27.61458664,12.35124875,26.64331235,17.59633619,33.51079878,26.67983786,28.0398337
gbr.21.12.t1,212.7576336,129.3251344,317.7800739,235.0315804,294.7480838,428.9007833,216.7863458,174.6502092,46.00460528,114.2917118,178.3941245,179.5515323,105.3992057,412.2068799,190.3054767,237.2746904,176.9598061,91.03035933,113.3761858
gbr.21.31.t1,117.9068011,87.39736441,210.0354968,188.1675538,86.32682345,116.903889,145.8139208,163.7346195,123.8335026,271.9950283,121.7607235,182.6332869,138.9684046,76.63534302,108.5945938,96.64224763,147.8255883,182.8552564,115.9410387
gbr.210.12.t1,112.3124719,87.8733554,141.535051,121.7061444,115.0410004,232.1892687,132.5057913,79.95849834,81.89450697,75.39633808,87.11668719,98.43041801,95.29315985,151.6527988,131.0069682,134.9877431,95.45241047,95.13153096,48.88716382
gbr.214.15.t1,11.26362791,20.93984591,39.17681629,25.0347734,34.03183538,115.0623857,60.71873854,12.20999012,18.50007423,9.22304358,11.0912127,19.35008171,17.01600057,14.97122762,31.59289641,35.44515608,27.6916955,44.9937171,34.17579016
gbr.215.2.t1,73.00113719,131.3484235,32.55261395,103.0694395,35.10319143,3.585265894,1.375967061,129.8619769,1.08508191,4.904683216,0,37.04435229,35.71921086,1.298068308,2.100081543,29.58890626,2.253987133,38.45413596,39.43458156
gbr.219.27.t1,109.7768084,71.73809436,8.870622273,28.6207877,42.74508731,2.123888713,8.966255493,20.83504832,7.392149659,5.447818393,0,15.0870766,10.57991667,7.30519039,10.7819829,8.277243276,3.004307195,12.97193623,10.02990668
gbr.22.66.t1,46.56849542,35.33059665,59.01855983,50.60981726,53.15353152,84.86321227,55.57540612,37.33288689,19.78205172,18.03159157,43.60133285,39.79980681,32.91949652,118.9786875,110.9108059,62.25503571,51.30859312,45.61804277,37.90654132
gbr.22.7.t1,252.1162587,123.9371875,177.2869692,230.6666451,344.8015301,274.6931157,246.0983884,145.2312953,92.93223828,125.0616086,205.0819119,104.3247351,157.3170592,265.7395927,269.878786,225.8195612,127.3207492,150.1273427,243.4832797
gbr.221.49.t1,22.11193382,15.27381556,22.53968842,15.82229801,28.46616854,33.12751007,16.57622358,14.87232832,7.995459108,5.306315016,10.71734707,12.99821134,11.07103091,18.52241929,22.67957992,11.72807071,16.08131657,16.74116546,12.43315718
gbr.225.23.t1,17.23569346,27.9642062,63.45786834,50.9975062,17.86957184,3.220781385,21.63146653,12.15208097,2.436926382,51.22049859,0,25.30541771,4.010991542,0.583052187,7.231903484,9.229460211,10.3773193,42.70123594,12.61074057
gbr.235.28.t1,0.737610607,6.761597823,0.307864239,0.761541055,0.153697296,0.565123668,0.216885323,0.639667312,0.598622028,0.19327385,1.245119683,0.486589671,0.703775258,0.204606616,0.220682058,0.388659952,0.088820572,0.75766146,0.202690218
gbr.236.29.t1,9.979299928,3.095339212,14.5984935,0.378788983,2.476938686,30.07677672,0.431513287,0.848451278,7.316226109,0.769072181,1.486368039,0.6050718,1.40022557,1.628334685,26.94775188,9.794812876,1.060300161,20.43414766,6.990027573
gbr.24.35.t1,10.37936213,8.588445715,8.664285437,16.78855956,4.58506609,7.156975271,8.545386424,1.800228632,1.444040624,7.071148478,8.409997119,5.820031334,7.922595683,5.182456784,2.018477409,6.5628813,12.24850699,1.65845707,1.616232995
gbr.25.120.t1,76.26530324,86.24116841,110.1246329,102.4012393,90.29285972,50.90579839,79.84614233,63.4661884,52.248662,66.61187994,58.5178371,69.55873438,73.86942354,107.3792565,102.4191806,64.94630208,80.00872039,94.95571235,80.44166304
gbr.25.231.t1,583.002588,579.5653077,486.541213,678.4478531,703.4925379,336.2219893,639.1655579,412.7792478,187.6981344,219.8491404,233.3672917,362.9974383,223.0244196,172.189882,238.780826,233.2312248,346.6351356,484.769031,324.0756769
gbr.252.17.t1,24.09485964,15.76624927,22.76993905,27.18430647,27.28224429,19.15700282,25.56542315,13.47032724,12.64990527,8.040781261,18.80176242,11.43389279,16.6999858,28.53183071,20.74236378,19.56302453,23.95041277,19.97628818,17.22943041
gbr.252.2.t1,21.42952336,20.14993964,29.81421286,22.20857159,24.66068768,27.05292224,25.77717681,19.71031751,11.57553831,12.44257865,11.50990703,7.630608665,20.91121128,18.23837424,26.59270866,24.37957211,18.47382404,29.73850629,16.39462777
gbr.256.23.t1,3.67254822,2.886176996,1.756390381,2.567295138,0.860912679,2.63788055,1.01237589,0.995278295,1.729770082,0.601441606,1.162392299,4.542600154,5.475129228,1.432592133,0.772573698,3.426792706,0.552794781,1.833796325,0.840992064
gbr.259.14.t1,0,0,0,0,0.272372787,0.834564173,0,0,0,0,0,0,0,0.302159264,0.16294959,0,1.57402293,0,0.099776388
gbr.26.88.t1,68.20747442,78.63838942,110.135579,88.20325804,205.5216313,87.88754932,57.73572778,65.12538094,29.47478466,40.34783588,34.19227909,68.51565715,63.50102595,32.68025256,83.01798638,82.77024867,114.4886079,81.85647481,79.79946695
gbr.265.24.t1,2334.412517,1523.012555,1274.872941,961.9663498,1301.116132,567.8732103,493.9126147,917.0490448,558.9915347,666.9170097,433.346742,461.471361,354.2971323,409.1765771,292.6126309,347.156383,380.6003496,705.7859042,553.4480567
gbr.277.10.t1,27.38011794,11.82693431,11.87316949,30.28758918,34.3796653,25.88120765,11.50112398,13.36268379,4.32873888,2.562260179,12.00489954,7.037227263,8.821141297,12.32954704,14.49509187,13.74006079,17.98375154,32.2639289,34.2808101
gbr.279.5.t1,4.057090293,4.114039194,11.28900084,0,1.268075193,0,1.491171851,0,0,0,0,0,3.870985234,0,2.275913842,5.344379885,13.43487967,0,2.322624875
gbr.282.19.t1,5.759181006,26.59864545,3.277867491,6.982077468,1.745529127,0.752117437,2.309204061,6.810614624,1.441647747,4.544330131,3.756132623,3.02212086,4.371021447,0.816926698,2.741233078,1.839159618,6.462169162,6.124877998,3.476885846
gbr.287.17.t1,270.990673,325.6153624,287.866383,271.8278776,314.487035,369.4427462,288.0250892,184.3194489,184.2587332,204.8756658,204.5045427,233.9759234,188.9008271,259.3378811,207.3408549,238.8228284,218.2490193,223.0495885,172.7326951
gbr.287.2.t1,0,0.998079934,0,0,0,0,0,0,0,0,0,0,0.117389277,3.327505034,0.276072229,3.349459016,0,0,0.169043014
gbr.293.14.t1,45.89190603,45.63538692,69.87966463,64.22971413,110.6086668,152.3072434,64.51600659,25.37056905,16.42777194,13.99212538,53.19203127,41.50487061,28.85487788,156.3385554,106.2981033,100.1051718,66.72123358,35.36059144,30.99422111
gbr.294.21.t1,69.79724838,52.01820626,58.87304376,38.2906216,45.16849577,67.38779268,61.61673874,37.37675445,18.28025529,29.2067876,41.73677948,41.1108079,22.97198061,65.09928789,64.33249795,52.61032408,48.66163838,54.58743601,24.98645253
gbr.297.11.t1,43.70472112,32.64627741,76.15673934,55.47255506,46.3907542,92.41409146,54.07529783,32.83537927,12.29137771,26.07838902,35.79208554,38.71528523,22.50144058,63.91740156,53.80820619,56.62192581,29.57054028,37.4106411,34.13662623
gbr.3.24.t1,532.511294,528.1337502,220.0423167,262.1301507,345.441859,167.9067112,199.6284395,253.9970175,99.6203154,100.6602964,127.6262712,151.650088,112.4959963,137.1709976,116.157668,114.6691672,145.9135149,160.3365919,132.3767609
gbr.30.70.t1,419.666803,473.13087,314.8813422,532.1423623,576.2321008,252.7306893,167.7187066,317.8528679,215.6565617,120.0480436,134.5681668,482.8205452,361.9481165,163.9424317,192.5862776,328.3149734,311.7051693,400.0148478,198.7071565
gbr.301.27.t1,56.61677293,192.9026264,53.1691504,121.7783379,46.59950266,21.68859697,33.29493088,28.64104833,14.76913738,33.37901938,9.557164399,4.668645057,13.50491831,31.40997761,20.11493353,17.40221558,23.86160048,22.61615073,3.889472967
gbr.308.17.t1,42.33206111,49.93262822,56.86437683,19.88514185,33.25546922,18.63959659,37.91395115,20.39500959,12.83391218,7.649752005,20.9447069,11.63573723,15.78468503,12.4848812,36.12106593,95.07614526,63.86502313,12.91155807,3.175553347
gbr.308.23.t1,90.51236135,201.9223201,178.0685969,30.41955467,33.59478353,18.96192011,169.456622,161.4844715,7.378497518,27.79298087,21.48594085,48.98047101,29.68639375,30.4033993,13.22262907,7.451960771,104.7344246,40.35278038,155.1271543
gbr.314.35.t1,28.48360494,32.80331949,32.19801954,35.88440098,19.28934093,17.53621183,12.71243844,25.73064809,9.73012392,61.97347139,11.16179968,60.39697177,16.50033209,11.2872835,8.179471945,14.29381949,14.39332736,29.89645466,10.71566542
gbr.314.6.t1,20.68545818,12.04066409,22.79896286,19.41505511,20.09592229,29.84411911,19.3527869,14.94895737,7.241439014,6.863173522,13.83114722,16.83579998,9.868291976,15.64898715,22.1027843,21.7046924,13.82919667,15.94348646,9.535215418
gbr.315.33.t1,24.65656403,133.0141796,8.575972924,93.34050681,30.82640508,4.722684219,32.62481671,0,5.717287773,3.230342004,0,4.066383153,7.057658696,5.129633527,2.766328149,0,23.75247979,4.221136042,2.258483586
gbr.317.18.t1,35.50661416,211.097904,38.23364336,76.16276647,93.34372014,27.01722564,27.17333933,13.35721006,20.01899422,17.20545306,13.13682239,24.06486316,18.56321665,19.22621456,20.91867275,26.91028755,30.16338267,23.87043812,35.41913182
gbr.32.19.t1,45.17713473,51.76995099,33.84419645,83.98970331,48.12149345,26.02000961,27.17136939,25.57092432,23.25861616,41.18335038,33.06421988,34.9086609,40.39190028,11.39248637,43.47908034,33.01573694,50.02588871,29.02579075,27.56335081
gbr.325.1.t1,1.469843023,0.596190015,0,1.264607861,0,0,0,0,0,0,0,0,0,2.038606849,0.549693802,0,0,0,0
gbr.326.10.t1,2479.321344,2075.723444,2719.326512,1700.896476,2423.283214,770.05197,3429.879944,2468.917099,989.1006097,1494.74534,483.904245,753.6935913,599.7831284,939.2398802,883.7153019,779.9432054,2027.479363,1647.003129,2137.003135
gbr.327.11.t1,164.9148369,133.7101933,158.513526,139.7023796,157.717259,198.0738091,152.0350485,110.1338677,60.47295572,59.06608524,79.93192991,90.80929061,89.66696033,159.2803056,139.2947284,160.9194756,136.2130503,144.5296008,88.78196638
gbr.33.56.t1,8.93491509,10.10942469,9.486710927,18.61142311,10.68076602,5.404361984,12.79032476,12.23446796,7.360343752,13.86230006,4.762906151,10.46999172,4.486871895,16.63181069,5.276038651,6.607667785,18.40376181,21.46853226,14.96842205
gbr.337.8.t1,9.791178884,5.325348858,11.45499408,11.10440324,9.088191184,15.77031558,6.379548373,4.502835677,3.095929449,1.749240433,3.380716577,2.385455979,2.760148843,31.01779307,19.30723926,21.69185416,9.110613854,12.31769883,13.19794955
